2016-01-03,63.18322601180128
2016-01-10,63.57938936904732
2016-01-17,62.42625483720073
2016-01-24,62.419867764143405
2016-01-31,61.68874787385267
2016-02-07,61.16365411453615
2016-02-14,61.28853169453762
2016-02-21,61.15934799108782
2016-02-28,61.59713720833435
2016-03-06,64.50520591043752
2016-03-13,67.19509769115882
2016-03-20,70.58975834292289
2016-03-27,71.1926156256886
2016-04-03,71.27873809465514
2016-04-10,72.38110569742673
2016-04-16,74.19828979262051
2016-04-23,73.78490194158117
2016-04-30,72.31938459466738
2016-05-07,71.12802377396372
2016-05-14,71.17108500844698
2016-05-21,68.30751291530984
2016-05-28,65.16404279803149
2016-06-04,70.27397595671229
2016-06-11,73.7862269026422
2016-06-18,76.11334032982172
2016-06-25,74.37914697745023
2016-07-02,74.82206253213525
2016-07-09,75.27680809629368
2016-07-16,70.10434079056608
2016-07-23,68.59458781186494
2016-07-30,68.4797578532429
